cdr_id,caller_msisdn,callee_msisdn,start_time,duration_sec,cell_tower_id,tower_lat,tower_lng,call_type
CDR-0041448,9356287095,9843511315,2026-04-13T01:30:21,0,TWR-BLR-125,12.959193,77.647992,sms
CDR-0049320,9632737341,9771995869,2025-10-23T01:10:31,160,TWR-BLR-135,12.981228,77.571464,voice
CDR-0025362,7983986505,9123348111,2025-12-24T10:37:23,113,TWR-MAN-316,12.904723,74.868407,voice
CDR-0047431,9346947222,9170998547,2026-01-26T15:56:39,903,TWR-BLR-122,13.022318,77.641425,data
CDR-0028936,8885688617,8597742073,2026-04-29T21:15:41,0,TWR-UDU-373,13.323629,74.722746,sms
CDR-0118998,9095148594,9495300860,2025-08-20T12:03:11,3034,TWR-RAI-346,16.175007,77.349684,data
CDR-0037137,9356659054,7896859204,2025-09-03T11:01:01,58,TWR-RAM-353,12.694026,77.241865,voice
CDR-0077392,8704997734,9189080923,2025-09-20T03:36:59,35,TWR-KOP-303,15.294584,76.253544,voice
CDR-0001346,9339362341,9339362341,2025-08-05T01:22:06,284,TWR-BLR-151,13.016878,77.671465,voice
CDR-0016347,9130517604,9555825782,2025-10-26T22:34:27,1921,TWR-KOP-302,15.30511,76.157888,data
CDR-0050649,9799253866,9125748752,2025-08-30T01:38:56,0,TWR-BLR-149,13.054309,77.68232,sms
CDR-0026115,9213281094,7412444197,2025-06-13T21:05:38,0,TWR-BLR-074,12.94531,77.600632,sms
CDR-0043122,9811775411,9123543034,2026-01-25T21:49:50,16,TWR-BLR-165,12.832646,77.655308,voice
CDR-0110935,9277826042,9684878262,2025-09-18T06:56:29,2589,TWR-BLR-058,13.014408,77.559125,data
CDR-0059903,9352698300,9296575104,2025-08-12T16:02:15,92,TWR-TUM-368,13.428948,77.070564,voice
CDR-0042486,9464088549,9454562720,2026-01-18T02:48:16,0,TWR-BAG-003,16.189682,75.631148,sms
CDR-0001822,7426182202,9945327976,2026-01-29T00:48:23,229,TWR-RAM-358,12.722095,77.264805,voice
CDR-0098935,9397026026,9396699127,2026-03-17T01:52:17,0,TWR-BLR-116,12.958561,77.58401,sms
CDR-0030695,9683212942,9752920169,2026-01-30T21:43:39,125,TWR-SHI-364,13.911919,75.594994,voice
CDR-0066851,9899876575,9829719395,2026-02-11T15:48:54,216,TWR-BLR-054,12.928535,77.619352,voice
CDR-0102864,9374916149,9036046204,2025-07-05T19:36:26,0,TWR-BLRR-189,13.28781,77.638699,sms
CDR-0085233,9187754315,9398636408,2025-09-24T08:29:17,2499,TWR-UTT-380,14.855247,74.713805,data
CDR-0119798,9071815711,8644109187,2026-01-24T01:23:40,0,TWR-CHI-235,14.169035,76.351327,sms
CDR-0046509,9185965515,9645959362,2025-12-18T09:07:01,191,TWR-BLR-177,12.947658,77.497028,voice
CDR-0001068,9142947723,9156316085,2025-07-23T04:04:25,593,TWR-BLR-087,12.969883,77.618616,voice
CDR-0060076,9302295940,9146466303,2025-10-03T12:33:27,321,TWR-CHI-226,13.272392,75.806836,voice
CDR-0042259,7178633458,9447188354,2026-01-30T17:44:32,279,TWR-TUM-370,13.317036,77.03957,voice
CDR-0063437,9695612588,8384763658,2025-08-29T00:09:56,214,TWR-BLRR-190,13.236358,77.531328,voice
CDR-0073401,9172436386,9350116645,2026-05-01T05:29:54,3575,TWR-BLRR-195,13.256383,77.611313,data
CDR-0000721,9826600539,9826600539,2026-04-20T10:09:41,85,TWR-CHI-237,14.186086,76.363636,voice
CDR-0103996,9981758514,6951335482,2025-12-29T06:12:29,2107,TWR-BLR-128,12.967954,77.609727,data
CDR-0078011,9269102986,6721351006,2025-07-18T20:35:12,40,TWR-SHI-360,14.023959,75.533961,voice
CDR-0000255,9182902790,9734036506,2025-10-24T07:10:42,586,TWR-SHI-360,14.023959,75.533961,voice
CDR-0024819,9215764758,9335956417,2025-11-05T21:33:20,2666,TWR-BLR-095,13.026927,77.550406,data
CDR-0069365,8493476099,7761089888,2025-07-24T08:42:01,423,TWR-HAS-264,13.057254,76.095027,voice
CDR-0000243,9734036506,9734036506,2026-05-18T04:06:37,5,TWR-SHI-362,13.928953,75.580072,voice
CDR-0109112,9742566415,9265180999,2026-05-29T23:09:49,113,TWR-MYS-336,12.295299,76.728984,voice
CDR-0084185,6956300776,9976960977,2025-09-11T15:54:25,0,TWR-HAV-267,14.819584,75.366218,sms
CDR-0055088,7725962358,9987033292,2026-06-07T23:55:01,111,TWR-GAD-255,15.461198,75.606196,voice
CDR-0069710,8848856094,9400431386,2025-08-17T15:05:41,1586,TWR-DAV-247,14.368665,75.91244,data
CDR-0079604,7206936820,9658140087,2025-08-09T20:33:20,127,TWR-BEL-022,15.814625,74.547848,voice
CDR-0048383,9233953273,9726505669,2025-11-12T23:55:41,211,TWR-BLRR-188,13.258186,77.599229,voice
CDR-0035842,9530291152,9981997518,2025-10-18T11:13:06,75,TWR-HAV-269,14.783158,75.413172,voice
CDR-0032832,9451185328,9786552397,2026-02-01T19:09:40,0,TWR-KOP-302,15.30511,76.157888,sms
CDR-0090431,9854953047,9392188767,2025-11-01T21:15:05,488,TWR-KOP-304,15.403571,76.103919,voice
CDR-0095694,8108099499,9283708547,2026-03-26T15:36:39,0,TWR-VIJ-390,16.797178,75.764644,sms
CDR-0089820,6703405852,9298354741,2026-06-06T17:52:35,2748,TWR-VIJ-390,16.797178,75.764644,data
CDR-0031743,7484859383,9855358540,2025-07-30T03:17:37,106,TWR-RAI-348,16.202488,77.372604,voice
CDR-0011625,8229918427,9454538532,2025-07-24T15:42:14,61,TWR-HUB-274,15.294089,75.120454,voice
CDR-0031026,6690091103,9998890218,2025-09-10T10:24:37,5,TWR-BLRR-186,13.230921,77.625326,voice
CDR-0115632,9842168530,9741901379,2025-11-07T21:38:53,281,TWR-TUM-367,13.457663,77.079572,voice
CDR-0031235,9912092777,7401721456,2025-09-13T05:17:26,0,TWR-BEL-017,15.841108,74.491814,sms
CDR-0001434,9335493870,9136411547,2026-05-07T19:07:02,7,TWR-HAS-264,13.057254,76.095027,voice
CDR-0050238,9395456486,9162645563,2026-03-05T18:24:07,125,TWR-MAN-312,12.903299,74.911285,voice
CDR-0030539,9346255163,9385183800,2025-06-13T02:50:30,327,TWR-BLRR-194,13.184263,77.521564,voice
CDR-0032445,9400307675,9642190722,2026-01-13T03:46:52,351,TWR-TUM-368,13.428948,77.070564,voice
CDR-0051974,9771443507,9125324500,2025-11-25T19:54:44,682,TWR-BLR-091,12.939883,77.574727,data
CDR-0040448,9536241707,8898728378,2025-10-25T04:11:52,524,TWR-CHI-235,14.169035,76.351327,data
CDR-0021421,9560145408,7177168262,2026-03-31T09:09:17,0,TWR-HUB-278,15.385261,75.08613,sms
CDR-0022055,8261101347,9902067778,2026-02-13T15:46:55,0,TWR-SHI-364,13.911919,75.594994,sms
CDR-0090342,9374916149,9988301061,2025-12-11T14:41:04,216,TWR-BAG-003,16.189682,75.631148,voice
CDR-0084855,9508338258,9530752228,2025-06-13T15:21:25,125,TWR-HAV-269,14.783158,75.413172,voice
CDR-0040677,9548200557,9100434558,2025-11-12T00:15:24,251,TWR-CHI-218,13.411127,77.705563,data
CDR-0082972,9939064263,9188163861,2026-02-23T09:30:59,33,TWR-YAD-398,16.861749,77.047647,voice
CDR-0012919,9251296337,9166112220,2025-10-20T11:13:30,83,TWR-YAD-397,16.843668,77.143994,voice
CDR-0036941,9365587596,6912510704,2026-06-08T16:54:21,480,TWR-MAN-323,12.910708,74.853573,voice
CDR-0010233,9786051640,9477314115,2025-08-31T03:37:19,882,TWR-UTT-382,14.774181,74.757899,data
CDR-0028099,7880019127,9774452705,2026-01-29T22:16:11,76,TWR-BEL-019,15.807606,74.431442,voice
CDR-0044227,8792411647,9313254824,2026-01-18T23:50:12,0,TWR-DAV-245,14.503522,75.886204,sms
CDR-0000288,9734036506,9152957161,2026-01-13T21:32:31,320,TWR-SHI-360,14.023959,75.533961,voice
CDR-0035806,9859187378,9540075644,2026-01-25T16:18:57,348,TWR-UTT-380,14.855247,74.713805,voice
CDR-0088663,9653054271,9341606683,2025-06-18T19:31:35,0,TWR-BLR-134,12.952694,77.525867,sms
CDR-0081536,6897333001,7474465418,2026-02-19T10:01:36,389,TWR-HAV-266,14.831161,75.416414,voice
CDR-0093585,9277142984,9867941089,2026-05-24T00:06:19,5,TWR-BLR-132,13.010612,77.591533,voice
CDR-0117606,9607359795,9364721716,2026-06-09T04:39:41,2262,TWR-BAG-002,16.115578,75.719791,data
CDR-0007675,9468590912,7761670281,2025-10-05T15:01:29,0,TWR-HAV-269,14.783158,75.413172,sms
CDR-0030703,7890425316,9979705704,2025-11-09T22:19:50,994,TWR-VIJ-388,16.815273,75.758088,voice
CDR-0032036,8997048861,9479381538,2026-05-13T00:13:59,0,TWR-DAV-250,14.408404,75.976062,sms
CDR-0066567,6381993164,9971602624,2025-07-24T16:01:40,60,TWR-CHI-221,13.472512,77.772109,voice
CDR-0081201,9918092026,9686195722,2025-06-11T08:06:32,86,TWR-KOP-299,15.228822,76.093127,voice
CDR-0119620,9405075201,9422286860,2025-06-25T17:49:40,2809,TWR-UTT-384,14.775704,74.731915,data
CDR-0022890,9342497944,9305775081,2025-09-02T11:19:32,48,TWR-HAS-261,12.988143,76.105203,voice
CDR-0047203,9973495541,9779987146,2025-11-22T21:41:52,0,TWR-BLR-147,13.026601,77.571485,sms
CDR-0115133,9980736542,9242553660,2026-04-15T15:46:40,0,TWR-BLR-132,13.010612,77.591533,sms
CDR-0007255,9543998006,9692844069,2026-03-09T22:08:07,558,TWR-HUB-275,15.318687,75.127128,voice
CDR-0031745,9530087923,9595335853,2026-05-12T23:06:18,37,TWR-BLR-042,12.982143,77.606518,voice
CDR-0055171,6393917305,8050276593,2025-06-19T05:41:30,284,TWR-HAV-265,14.847982,75.323914,voice
CDR-0018642,9441928109,9642504322,2025-07-14T11:44:01,56,TWR-DAV-250,14.408404,75.976062,voice
CDR-0098711,9440030671,9659399974,2026-04-29T03:17:32,2279,TWR-BLRR-191,13.197679,77.605481,data
CDR-0119446,9561149542,9354194038,2026-04-19T14:24:55,339,TWR-BLR-107,13.005664,77.632041,voice
CDR-0079261,9311843738,9265994151,2025-07-05T00:40:11,0,TWR-BLR-064,12.935215,77.559698,sms
CDR-0087977,9995762547,9737434458,2026-03-03T23:41:04,93,TWR-BLR-064,12.935215,77.559698,voice
CDR-0095126,8996805147,9835316554,2025-09-30T14:40:14,80,TWR-HAS-264,13.057254,76.095027,voice
CDR-0052344,9156076637,6629842486,2025-12-05T03:44:51,158,TWR-DAV-246,14.514637,75.929757,voice
CDR-0039344,9737416037,9750873321,2025-10-16T10:29:17,0,TWR-DAK-242,12.859569,75.225826,sms
CDR-0089583,6773687141,7232351019,2025-10-20T14:51:50,192,TWR-SHI-362,13.928953,75.580072,voice
CDR-0023674,9543525682,9828533484,2025-09-19T05:05:28,0,TWR-BLR-047,12.907723,77.541962,sms
CDR-0108204,8068702528,9305664217,2026-02-17T17:05:53,285,TWR-HAV-266,14.831161,75.416414,voice
CDR-0078249,9063352840,9711998559,2025-10-24T16:01:29,37,TWR-BLRR-189,13.28781,77.638699,voice
CDR-0012882,9300904498,9644583970,2026-01-17T02:07:36,108,TWR-BLR-145,12.918878,77.606148,voice
CDR-0087200,8288842216,9890899519,2026-05-10T22:10:26,124,TWR-KOP-299,15.228822,76.093127,voice
CDR-0067299,9579342442,9451368539,2026-05-28T04:39:18,70,TWR-MYS-338,12.322401,76.678229,voice
CDR-0079008,9890416244,9416670072,2025-11-06T23:54:19,0,TWR-CHI-235,14.169035,76.351327,sms
CDR-0111024,9719569898,9731968306,2025-11-09T11:08:04,453,TWR-KOL-297,13.113306,78.165559,voice
CDR-0118344,9629729717,9408741689,2025-12-03T16:26:20,40,TWR-BEL-026,15.881762,74.532171,voice
CDR-0098862,9927249434,9796409848,2025-07-21T23:30:11,0,TWR-HAS-264,13.057254,76.095027,sms
CDR-0019518,7023052439,9443880520,2025-06-15T19:06:01,9,TWR-RAM-358,12.722095,77.264805,voice
CDR-0073813,9344323613,9676436881,2025-11-14T23:30:48,117,TWR-BLR-037,12.99383,77.564954,voice
CDR-0052677,9971633097,9537949586,2026-05-09T13:20:36,55,TWR-BLR-185,13.057814,77.607594,voice
CDR-0089721,9775840760,9973942528,2025-09-26T19:37:08,99,TWR-BLR-033,12.91154,77.582873,voice
CDR-0011932,9992057089,9415143362,2025-10-12T09:56:15,967,TWR-KOL-295,13.097558,78.044289,data
CDR-0108887,9129321905,6850287497,2026-04-29T11:40:05,0,TWR-KOL-294,13.191408,78.15316,sms
CDR-0098032,9612062525,9215833844,2026-01-23T05:13:08,638,TWR-RAI-347,16.182492,77.354402,voice
CDR-0056221,9239874397,9589797366,2025-07-24T17:32:16,0,TWR-BLR-052,12.988586,77.623931,sms
CDR-0066247,6157613670,9137110648,2025-10-07T09:42:42,0,TWR-MYS-341,12.324613,76.595786,sms
CDR-0022439,7671945663,9441928109,2026-05-04T19:48:43,198,TWR-BAL-007,15.10986,76.97193,voice
CDR-0034579,9457494278,9977925386,2026-05-15T22:46:20,43,TWR-BEL-030,15.910322,74.526477,voice
CDR-0107698,7046985751,9302298254,2026-01-06T12:57:47,63,TWR-VIJ-388,16.815273,75.758088,voice
CDR-0100623,6841683149,9475977598,2025-10-19T04:16:57,114,TWR-BAG-004,16.117371,75.607084,voice
CDR-0049581,9382327116,9870387266,2026-01-05T23:00:03,135,TWR-DAK-238,12.843313,75.298724,voice
CDR-0107998,9829227871,8537211126,2025-09-25T18:16:56,5,TWR-CHI-224,13.450783,77.675077,voice
CDR-0000260,9734036506,9734036506,2026-05-22T20:23:39,35,TWR-SHI-362,13.928953,75.580072,voice
CDR-0003521,9765586352,9595579843,2025-12-20T07:41:05,0,TWR-HAS-263,12.990718,76.156101,sms
CDR-0097276,8735678771,9851008533,2026-04-08T21:17:37,29,TWR-CHA-216,11.934748,76.927758,voice
CDR-0058812,7124151929,6464197062,2026-04-21T07:12:07,0,TWR-UTT-385,14.770898,74.691589,sms
CDR-0068125,9661901142,9993070857,2025-07-26T09:27:36,0,TWR-CHI-224,13.450783,77.675077,sms
CDR-0040839,9423514346,9398065608,2025-11-04T17:14:51,179,TWR-GAD-254,15.465966,75.688843,voice
CDR-0001419,9605605164,9339362341,2025-07-09T17:15:54,0,TWR-BLR-177,12.947658,77.497028,sms
CDR-0025948,6551967829,6307727283,2026-03-15T12:52:22,27,TWR-CHI-228,13.396076,75.715048,voice
CDR-0018231,9656996457,8439444060,2025-11-23T01:42:23,1112,TWR-UDU-373,13.323629,74.722746,data
CDR-0101294,9374724527,9507605040,2026-06-02T02:06:02,58,TWR-BEL-031,15.866262,74.479305,voice
CDR-0057004,9730120766,9305683057,2026-05-30T19:00:28,157,TWR-BLR-034,12.93719,77.548873,voice
CDR-0096327,9586878476,9189365707,2025-09-23T06:06:41,204,TWR-CHI-219,13.449006,77.678375,data
CDR-0050405,9113972758,9611980953,2026-03-27T20:01:13,209,TWR-BAL-014,15.148023,76.848414,voice
CDR-0080885,9455513725,9449416906,2025-12-16T10:09:15,0,TWR-BLR-111,13.001685,77.539135,sms
CDR-0014482,8728453545,9653690087,2025-07-14T04:08:38,93,TWR-HAV-265,14.847982,75.323914,voice
CDR-0078024,7189386629,9964882807,2026-05-18T01:48:38,0,TWR-YAD-396,16.751446,77.090536,sms
CDR-0014924,6482582243,9345788464,2026-01-12T14:53:39,0,TWR-KOP-300,15.355747,76.151034,sms
CDR-0046523,9410028894,9111955513,2025-06-29T00:46:46,2032,TWR-BLR-035,12.94231,77.582674,data
CDR-0035236,9278189519,6119923598,2026-01-01T07:13:44,55,TWR-BLRR-196,13.202835,77.503583,voice
CDR-0073038,9754764917,9406188954,2026-02-25T21:14:24,0,TWR-VIJ-388,16.815273,75.758088,sms
CDR-0058769,6727621914,8884448320,2025-10-19T23:31:36,0,TWR-BID-209,17.891139,77.540872,sms
CDR-0032924,9660471262,9339200491,2026-01-15T08:05:26,22,TWR-HUB-280,15.386448,75.099241,voice
CDR-0058175,9055839697,9965643601,2026-03-14T02:31:57,0,TWR-HAV-269,14.783158,75.413172,sms
CDR-0012535,6899667287,9444757161,2026-01-24T18:12:59,263,TWR-BLRR-194,13.184263,77.521564,voice
CDR-0000206,9734036506,9734036506,2026-05-30T16:45:20,759,TWR-SHI-363,13.992531,75.570789,voice
CDR-0091645,6597859932,9804131918,2025-10-16T18:57:27,0,TWR-CHA-215,11.958491,76.964064,sms
CDR-0011976,9318528789,9226068353,2026-02-02T18:06:38,142,TWR-BLR-110,13.035185,77.606764,voice
CDR-0118614,8905502427,9510756573,2026-01-09T20:53:52,730,TWR-UTT-383,14.771751,74.687623,voice
CDR-0046274,9507735812,9364460957,2025-09-01T16:00:59,2037,TWR-CHI-230,13.354834,75.759417,data
CDR-0106811,7541615610,9321827313,2026-01-01T00:18:29,0,TWR-SHI-362,13.928953,75.580072,sms
CDR-0082401,8964096176,8058379299,2026-03-04T23:48:37,0,TWR-RAM-356,12.704577,77.30002,sms
CDR-0119077,7894137752,9360726521,2025-12-04T02:14:38,0,TWR-CHI-226,13.272392,75.806836,sms
CDR-0076204,9698388933,9991187523,2025-12-12T03:16:16,0,TWR-BAG-004,16.117371,75.607084,sms
CDR-0041052,9308212819,9264517029,2026-03-10T07:54:45,0,TWR-BLR-080,12.896282,77.646379,sms
CDR-0041997,6991526606,8073073152,2025-10-22T16:31:48,375,TWR-SHI-360,14.023959,75.533961,voice
CDR-0000881,9142947723,9156316085,2025-12-09T01:42:29,13,TWR-BLR-120,13.031247,77.642579,voice
CDR-0078442,9565134752,9537543112,2025-08-10T17:40:55,225,TWR-BID-205,17.956393,77.471333,voice
CDR-0117862,9700456011,9497862477,2026-04-09T16:36:09,228,TWR-BAG-000,16.198052,75.655913,voice
CDR-0000999,9484530509,9156316085,2026-05-27T21:35:29,131,TWR-BLR-087,12.969883,77.618616,voice
CDR-0023222,9329066471,7155294489,2026-03-17T16:34:53,322,TWR-UTT-384,14.775704,74.731915,voice
CDR-0004609,7990786060,9364609182,2025-06-18T16:50:59,0,TWR-BEL-015,15.804232,74.563757,sms
CDR-0005537,9452411736,6366848715,2026-01-24T04:16:58,1114,TWR-DAK-241,12.890731,75.311126,data
CDR-0004193,9841727037,9612166019,2025-07-02T14:26:47,231,TWR-RAM-354,12.770114,77.300736,voice
CDR-0001548,9335493870,9335493870,2026-02-28T00:48:15,284,TWR-HAS-264,13.057254,76.095027,voice
CDR-0106229,9691251530,9719364626,2025-10-10T21:07:11,0,TWR-MAN-327,12.875808,74.893177,sms
CDR-0113696,9484777374,9264427681,2026-05-14T23:46:37,0,TWR-BLR-159,12.956644,77.713159,sms
CDR-0003038,9475660659,9290693037,2026-02-02T09:04:07,0,TWR-TUM-372,13.412613,77.222532,sms
CDR-0045756,9092027082,7375277593,2026-05-14T15:53:29,0,TWR-BLRR-199,13.239521,77.554273,sms
CDR-0092954,9442183511,9315427977,2026-04-19T02:28:01,120,TWR-CHI-219,13.449006,77.678375,voice
CDR-0001621,9335493870,9136411547,2025-11-20T22:52:13,0,TWR-HAS-264,13.057254,76.095027,sms
CDR-0061780,9944287643,9685347391,2025-11-19T17:40:41,44,TWR-BLR-108,12.942039,77.612122,voice
CDR-0023548,9395384759,9492416693,2025-07-26T21:37:13,164,TWR-BLRR-202,13.290387,77.561832,voice
CDR-0104164,9208313100,9281926549,2026-05-16T03:03:08,0,TWR-BLR-144,12.971233,77.61295,sms
CDR-0078834,7113769785,8209644548,2026-02-26T10:38:27,462,TWR-BLR-073,12.990178,77.557346,voice
CDR-0038747,8297315610,6190266063,2026-02-06T18:33:57,94,TWR-BLR-114,12.973783,77.646693,voice
CDR-0039465,9968992339,9950019356,2025-07-20T10:53:49,123,TWR-MAN-305,12.420469,76.930491,voice
CDR-0061591,9950189767,6163269609,2025-12-02T00:01:53,0,TWR-RAM-354,12.770114,77.300736,sms
CDR-0004229,6861318551,9766204413,2025-10-14T02:02:05,2267,TWR-MAN-310,12.527803,76.961347,data
CDR-0009816,8780067642,8788610214,2025-07-27T20:52:44,0,TWR-RAI-346,16.175007,77.349684,sms
CDR-0000589,9339670711,9834196203,2025-07-16T15:55:21,307,TWR-CHI-222,13.43396,77.695281,voice
CDR-0066134,9985115148,9630404440,2025-06-16T05:21:09,27,TWR-BAG-002,16.115578,75.719791,voice
CDR-0001072,9484530509,9676041175,2025-09-27T22:30:06,259,TWR-BLR-120,13.031247,77.642579,voice
CDR-0054282,9230783072,9154364651,2026-04-25T01:03:38,16,TWR-BLR-052,12.988586,77.623931,voice
CDR-0035318,9375070292,9663682176,2026-03-09T10:03:02,3541,TWR-HUB-277,15.368802,75.120359,data
CDR-0025296,9411830135,9126419168,2025-10-15T10:06:47,250,TWR-MAN-325,12.901089,74.906664,voice
CDR-0040698,9609423481,9298308333,2025-06-28T10:38:30,294,TWR-SHI-360,14.023959,75.533961,voice
CDR-0022177,9738735640,9140191734,2025-12-16T08:38:26,0,TWR-BLR-076,13.033414,77.559132,sms
CDR-0051102,9815684382,9194037845,2025-11-14T04:59:46,13,TWR-BLR-179,12.995241,77.653798,voice
CDR-0042323,9131628263,9946324870,2026-04-24T06:35:18,7,TWR-BAG-001,16.214556,75.738352,voice
CDR-0000643,9826600539,9826600539,2025-10-30T17:56:00,295,TWR-CHI-237,14.186086,76.363636,voice
CDR-0043919,8997133405,9321879037,2026-05-20T22:16:45,1241,TWR-CHI-226,13.272392,75.806836,data
CDR-0047336,9709692788,9044915856,2025-10-01T20:58:50,0,TWR-HAS-258,13.055433,76.096892,sms
CDR-0011868,9292220262,9430640407,2026-03-03T02:26:01,391,TWR-BLR-123,12.962226,77.595206,voice
CDR-0067286,9708704926,9431682990,2025-07-23T20:11:40,214,TWR-DAV-247,14.368665,75.91244,voice
CDR-0050015,9266684361,6826752624,2026-05-23T10:22:31,0,TWR-DAK-244,12.881038,75.165921,sms
CDR-0118726,9475880111,8554626639,2025-07-19T09:56:28,10,TWR-BLR-091,12.939883,77.574727,voice
CDR-0022074,8997601718,9304156024,2025-10-23T05:05:51,220,TWR-RAI-345,16.162811,77.329813,voice
CDR-0024114,9988826962,9854497782,2025-12-04T02:11:35,0,TWR-VIJ-391,16.76734,75.713588,sms
CDR-0006815,7517607905,9874960144,2026-05-09T15:52:25,39,TWR-BLRR-198,13.278425,77.53978,voice
CDR-0053713,9788293345,9465817595,2026-02-25T13:45:52,260,TWR-BLR-066,12.961803,77.651471,voice
CDR-0001303,9339362341,9605605164,2025-07-04T02:27:17,117,TWR-BLR-177,12.947658,77.497028,voice
CDR-0010673,6502329867,9566100725,2026-01-31T03:46:04,32,TWR-BLR-067,12.961326,77.588825,voice
CDR-0014438,9417114744,9139656696,2026-01-20T07:15:48,138,TWR-TUM-369,13.311831,77.160488,voice
CDR-0094945,9980005200,9244258694,2025-06-18T23:13:40,234,TWR-MAN-319,12.879567,74.916361,voice
CDR-0092256,9979254411,9525912198,2025-08-03T18:47:20,5,TWR-BLR-106,13.005752,77.623427,voice
CDR-0079501,9952945831,9588822381,2026-05-15T10:10:22,0,TWR-MYS-344,12.334343,76.633599,sms
CDR-0017988,6187641789,9826600539,2025-10-19T00:56:53,569,TWR-HAS-261,12.988143,76.105203,data
CDR-0014762,9658650609,9545651663,2025-09-21T23:48:13,173,TWR-BLR-068,12.949973,77.585,voice
CDR-0067374,6412652578,9905325794,2025-12-13T02:03:02,0,TWR-CHA-211,11.878955,76.919334,sms
CDR-0052043,6037475431,9265056615,2025-10-21T14:24:35,238,TWR-TUM-371,13.355068,77.131132,voice
CDR-0050163,9748670932,9351510909,2026-06-02T16:48:59,46,TWR-GAD-254,15.465966,75.688843,voice
CDR-0034110,9598633546,9927723397,2025-11-03T23:19:06,0,TWR-KOP-304,15.403571,76.103919,sms
CDR-0023418,9691858199,9776618356,2025-10-21T20:36:43,0,TWR-BAG-005,16.144111,75.670579,sms
CDR-0030090,9714231663,9277365389,2025-09-22T09:34:44,25,TWR-KOL-293,13.096958,78.198342,voice
CDR-0000087,9126855092,9126855092,2025-08-28T13:31:32,64,TWR-MAN-327,12.875808,74.893177,voice
CDR-0003449,9626475784,9756174462,2025-07-21T13:40:02,205,TWR-MAN-323,12.910708,74.853573,voice
CDR-0036078,9475482217,9966057719,2026-06-04T16:52:35,40,TWR-RAI-348,16.202488,77.372604,voice
CDR-0075850,9190375363,9723035642,2026-03-08T00:21:06,386,TWR-BLR-033,12.91154,77.582873,voice
CDR-0003532,9346762173,9522451336,2026-01-18T21:43:26,22,TWR-RAI-346,16.175007,77.349684,voice
CDR-0037250,9319661443,9275708407,2025-09-20T14:10:15,0,TWR-BLR-047,12.907723,77.541962,sms
CDR-0062282,9951743431,9365823880,2026-06-09T21:49:57,156,TWR-BLR-140,12.972279,77.648846,voice
CDR-0080131,9531555045,9994593708,2026-04-10T02:30:11,0,TWR-BLR-058,13.014408,77.559125,sms
CDR-0003722,9659601463,9866344175,2026-01-08T00:56:43,717,TWR-TUM-366,13.373701,77.035596,voice
CDR-0009802,9972187581,9463779596,2026-04-11T08:20:21,51,TWR-BLR-077,12.964714,77.635279,data
CDR-0045809,6831029987,9570678300,2026-01-17T15:54:07,0,TWR-UDU-374,13.303945,74.664099,sms
CDR-0108727,9684428271,9247963995,2026-05-20T22:21:01,102,TWR-BLR-178,13.033,77.639791,voice
CDR-0105256,9993428037,9179023109,2025-11-12T23:17:07,298,TWR-BLR-099,13.032152,77.598145,voice
CDR-0049221,9584928224,9762885200,2025-09-23T12:50:55,50,TWR-BLR-103,13.050198,77.637782,voice
CDR-0079350,9723255985,9328412501,2025-06-13T06:21:46,446,TWR-BID-209,17.891139,77.540872,voice
CDR-0115189,7647979092,9689528262,2025-06-25T23:40:08,0,TWR-UTT-380,14.855247,74.713805,sms
CDR-0057356,9993809683,9536355347,2026-04-07T16:18:33,149,TWR-BLR-086,12.94359,77.603992,voice
CDR-0011336,9565608900,9640942186,2025-10-14T11:12:50,209,TWR-BLR-083,12.976268,77.53904,voice
CDR-0007481,9664793648,9325069866,2026-01-20T08:58:51,39,TWR-MYS-338,12.322401,76.678229,voice
CDR-0075502,8964181849,9856222889,2025-10-12T13:26:45,262,TWR-KOL-296,13.200657,78.07316,voice
CDR-0028829,9133205606,9849012928,2025-11-23T18:20:59,286,TWR-BLR-167,12.925602,77.712993,voice
CDR-0089558,9326793937,9277600371,2026-06-06T12:47:21,10,TWR-MYS-330,12.321126,76.57169,voice
CDR-0105712,9885330556,6544756613,2025-12-04T17:56:42,0,TWR-BLR-180,13.017771,77.515287,sms
CDR-0017412,9550695815,9639931481,2025-11-10T05:27:11,185,TWR-RAI-346,16.175007,77.349684,voice
CDR-0076928,9241891070,9690191382,2025-10-22T09:48:08,2162,TWR-BLRR-194,13.184263,77.521564,data
CDR-0022942,9509083626,8529330018,2026-04-10T03:35:27,0,TWR-BLR-118,13.003502,77.594903,sms
CDR-0092097,9587750105,9404049481,2025-07-06T20:59:50,0,TWR-MAN-312,12.903299,74.911285,sms
CDR-0050300,7545016291,9388337370,2025-11-25T21:05:49,735,TWR-CHI-225,13.312176,75.772942,voice
CDR-0019079,9146984733,8671002014,2026-03-21T04:21:41,412,TWR-HAS-264,13.057254,76.095027,voice
CDR-0079818,6299650282,9766016697,2025-11-07T08:18:19,0,TWR-HAV-266,14.831161,75.416414,sms
CDR-0000717,9826600539,9826600539,2026-01-17T11:12:31,5,TWR-CHI-237,14.186086,76.363636,voice
CDR-0005610,9849277250,9431008341,2026-04-09T12:56:53,0,TWR-UTT-380,14.855247,74.713805,sms
CDR-0025281,9578284228,9374998179,2026-02-10T16:23:42,28,TWR-KOP-303,15.294584,76.253544,voice
