person_id,fir_number,full_name,normalized_name,role,gender,age,phone,address,district,true_identity_id
P0004014,FIR-2026-001691,Onveer Zachariah,onveer zachariah,Victim,Male,58.0,9801939411,"06/04, Grewal Path, Jamalpur 470564",Bengaluru City,TID-Victim-4014
P0004015,FIR-2023-001692,Hardik Saini,hardik saini,Accused,Male,51.0,9349817734,"29, Garde Zila, Phusro-533453",Bengaluru City,TID0005
P0004016,FIR-2023-001692,Neha Joshi,joshi neha,Complainant,Female,62.0,9825791754,"97, Uppal Circle, Bhagalpur 020852",Mangaluru,TID-Victim-4016
P0004017,FIR-2024-001693,Pratyush Ratta,pratyush ratta,Accused,Male,21.0,9825272272,,Bengaluru City,TID-OneOff-4017
P0004018,FIR-2024-001693,Omkaar Viswanathan,omkaar viswanathan,Victim,Male,68.0,9172964285,"H.No. 40, Yogi Path, Junagadh 951974",Bengaluru City,TID-Victim-4018
P0004019,FIR-2025-001694,REYANSH GUPTA,gupta reyansh,Accused,Male,28.0,9180792472,"H.No. 444, Dey, Guntakal-455491",Bagalkote,TID0126
P0004020,FIR-2025-001694,Zansi Kade,kade zansi,Complainant,Female,31.0,9421646861,"94, Memon, Mira-Bhayandar 832995",Bengaluru City,TID-Victim-4020
P0004021,FIR-2025-001694,Manbir Dugal,dugal manbir,Witness,Male,50.0,,"30/495, Bajaj Path, Mango-416388",Bengaluru City,TID-Witness-4021
P0004022,FIR-2026-001695,Yashica Bhatt,bhatt yashica,Accused,Female,52.0,,"92/512, Dara Zila, Eluru 311665",Hubballi-Dharwad,TID-OneOff-4022
P0004023,FIR-2026-001695,Robert Kapoor,kapoor robert,Complainant,Male,18.0,9388561282,"H.No. 043, Nagarajan Ganj, Vijayawada-640755",Hubballi-Dharwad,TID-Victim-4023
P0004024,FIR-2023-001696,Luke Chand,chand luke,Accused,Male,26.0,,"73/592, Hayer Circle, Jalgaon 774161",Ballari,TID-OneOff-4024
P0004025,FIR-2023-001696,Qabil Saha,qabil saha,Suspect,Male,39.0,,"64, Ranganathan Nagar, Latur-558617",Ballari,TID-OneOff-4025
P0004026,FIR-2023-001696,Chaman Bhalla,bhalla chaman,Complainant,Female,49.0,9370343666,"96, Kar, Parbhani-234436",Ballari,TID-Victim-4026
P0004027,FIR-2024-001697,Yashasvi Mutti,mutti yashasvi,Accused,Female,57.0,9845153870,"28, Taneja Ganj, Raiganj 417333",Udupi,TID-OneOff-4027
P0004028,FIR-2024-001697,Ayaan D’Alia,alia ayaan d,Suspect,Male,32.0,9482550756,"67/60, Kala Path, Thanjavur 358165",Udupi,TID-OneOff-4028
P0004029,FIR-2024-001697,Ayaan Ramaswamy,ayaan ramaswamy,Complainant,Male,51.0,9330552504,,Udupi,TID-Victim-4029
P0004030,FIR-2025-001698,Reyansh G.,g reyansh,Accused,Male,28.0,9666579014,"48, Puri Chowk, Nagaon 764603",Bagalkote,TID0126
P0004031,FIR-2025-001698,Harrison Gara,gara harrison,Victim,Male,43.0,9532271379,"66/22, Chaudhari Chowk, Chandigarh 366566",Belagavi,TID-Victim-4031
P0004032,FIR-2026-001699,Kala Bhalla,bhalla kala,Accused,Female,23.0,9111227059,"27, Gade Chowk, Haridwar-761476",Bengaluru City,TID-OneOff-4032
P0004033,FIR-2026-001699,Qushi Singh,qushi singh,Victim,Female,22.0,9306590176,"H.No. 02, Rana Street, Warangal 494572",Bengaluru City,TID-Victim-4033
P0004034,FIR-2026-001699,Lekha Chahal,chahal lekha,Witness,Female,61.0,,"H.No. 82, Char Marg, Loni-099578",Bengaluru City,TID-Witness-4034
P0004035,FIR-2023-001700,Jason Jani,jani jason,Accused,Male,50.0,9477606569,,Ballari,TID-OneOff-4035
P0004036,FIR-2023-001700,Xalak Arora,arora xalak,Complainant,Female,45.0,9155281331,"15/667, Oak Nagar, Kulti-851983",Ballari,TID-Victim-4036
P0004037,FIR-2024-001701,Barkha Ranganathan,barkha ranganathan,Accused,Female,33.0,,"H.No. 98, Patla, Aurangabad-103089",Shivamogga,TID-OneOff-4037
P0004038,FIR-2024-001701,Rachita Wable,rachita wable,Victim,Female,53.0,9216548756,"04/04, Chaudhari Road, Aurangabad-613063",Shivamogga,TID-Victim-4038
P0004039,FIR-2025-001702,Meghana Vora,meghana vora,Accused,Female,,9603391789,"61/04, Bahri Circle, Satna 498758",Mysuru,TID-OneOff-4039
P0004040,FIR-2025-001702,Avi Gara,avi gara,Accused,Male,58.0,9199828849,"71/38, Dhar, Tezpur 544458",Mysuru,TID-OneOff-4040
P0004041,FIR-2025-001702,Pavani Sarma,pavani sarma,Complainant,Female,59.0,9262310102,,Mysuru,TID-Victim-4041
P0004042,FIR-2026-001703,Bhavani Dash,bhavani dash,Accused,Female,33.0,9870488470,"14, Saxena Path, Sagar 663630",Hassan,TID-OneOff-4042
P0004043,FIR-2026-001703,Christopher Devi,christopher devi,Suspect,Male,45.0,,"799, Karnik Marg, Jaunpur 338568",Hassan,TID-OneOff-4043
P0004044,FIR-2026-001703,Shravya Nath,nath shravya,Victim,Female,,,"01/503, Jayaraman Road, Haldia-923562",Hassan,TID-Victim-4044
P0004045,FIR-2023-001704,Jagdish Lala,jagdish lala,Accused,Male,32.0,,,Mangaluru,TID-OneOff-4045
P0004046,FIR-2023-001704,Kashvi Pingle,kashvi pingle,Victim,Female,49.0,9805789175,,Mangaluru,TID-Victim-4046
P0004047,FIR-2024-001705,Chaitanya Ghose,chaitanya ghose,Accused,Male,44.0,,"49, Biswas Street, Deoghar 068289",Bengaluru City,TID-OneOff-4047
P0004048,FIR-2024-001705,Ekani Vaidya,ekani vaidya,Complainant,Female,18.0,9970530264,"456, Narang Road, Jamshedpur-769070",Bengaluru City,TID-Victim-4048
P0004049,FIR-2025-001706,Sanya Baria,baria sanya,Accused,Female,18.0,9275367724,"H.No. 43, Kara Path, Bharatpur-161563",Hubballi-Dharwad,TID-OneOff-4049
P0004050,FIR-2025-001706,Robert Bahl,bahl robert,Accused,Male,47.0,9221454769,"H.No. 132, Boase Ganj, Jhansi-367268",Hubballi-Dharwad,TID-OneOff-4050
P0004051,FIR-2025-001706,Urvi Karnik,karnik urvi,Complainant,Female,52.0,9788430017,"90, Oommen Ganj, Dhule 206289",Hubballi-Dharwad,TID-Victim-4051
P0004052,FIR-2026-001707,Zansi Andra,andra zansi,Accused,Female,47.0,9853508054,"H.No. 85, Bose Zila, Hajipur 921143",Chikkamagaluru,TID-OneOff-4052
P0004053,FIR-2026-001707,Yachana Pal,pal yachana,Complainant,Female,58.0,9503805067,"466, Sangha Chowk, Bettiah-930073",Chikkamagaluru,TID-Victim-4053
P0004054,FIR-2023-001708,MEGHANA VARMA,meghana varma,Accused,Female,31.0,9724012876,,Dakshina Kannada,TID0139
P0004055,FIR-2023-001708,Advika Khatri,advika khatri,Victim,Female,51.0,9640611517,"H.No. 64, Tripathi Ganj, Pune-570445",Bengaluru City,TID-Victim-4055
P0004056,FIR-2024-001709,Isaac Dewana,dewana isaac,Accused,Male,27.0,9339670711,"835, Zacharia Circle, Rohtak 109438",Chikkaballapura,TID0001
P0004057,FIR-2024-001709,Priya Manda,manda priya,Accused,Female,55.0,,"89/830, Verma Zila, Dhanbad-753939",Bengaluru City,TID-OneOff-4057
P0004058,FIR-2024-001709,Raghav Seth,raghav seth,Complainant,Male,37.0,,"H.No. 427, Varma Nagar, Madanapalle-548943",Bengaluru City,TID-Victim-4058
P0004059,FIR-2025-001710,Aayush Peri,aayush peri,Accused,Male,55.0,,"471, Tandon Marg, Bardhaman-805445",Tumakuru,TID-OneOff-4059
P0004060,FIR-2025-001710,Frederick Prabhakar,frederick prabhakar,Complainant,Male,59.0,9826679491,"14/80, Sem Circle, Khammam-189310",Tumakuru,TID-Victim-4060
P0004061,FIR-2025-001710,Yoshita Srivastava,srivastava yoshita,Witness,Female,58.0,,"46/18, Butala Road, North Dumdum-141787",Tumakuru,TID-Witness-4061
P0004062,FIR-2026-001711,Daniel Balan,balan daniel,Accused,Male,57.0,9220471381,"32, Gokhale Marg, Bhusawal 025786",Bengaluru City,TID-OneOff-4062
P0004063,FIR-2026-001711,Jackson Nayak,jackson nayak,Accused,Male,38.0,,"67, Sandhu Ganj, Muzaffarnagar-112458",Bengaluru City,TID-OneOff-4063
P0004064,FIR-2026-001711,Benjamin Parmar,benjamin parmar,Complainant,Male,48.0,9302432488,"98/44, Pall Zila, Khora  832762",Bengaluru City,TID-Victim-4064
P0004065,FIR-2026-001711,Yashodhara Dhawan,dhawan yashodhara,Witness,Female,41.0,9295784012,"H.No. 059, Apte Marg, Davanagere-980473",Bengaluru City,TID-Witness-4065
P0004066,FIR-2023-001712,Xalak Goswami,goswami xalak,Accused,Female,45.0,9260000672,"758, Chauhan Zila, Guntur-969718",Bengaluru City,TID-OneOff-4066
P0004067,FIR-2023-001712,Balendra Dani,balendra dani,Victim,Male,44.0,9679145716,"71, Jain Marg, Satna 809627",Bengaluru City,TID-Victim-4067
P0004068,FIR-2024-001713,Christopher Chander,chander christopher,Accused,Male,59.0,9514104492,"34/40, Saraf Street, Anand 588974",Bagalkote,TID-OneOff-4068
P0004069,FIR-2024-001713,Ridhi Mody,mody ridhi,Accused,Female,40.0,9125213938,"42/04, Patil, Tadepalligudem 876756",Bagalkote,TID-OneOff-4069
P0004070,FIR-2024-001713,Nakul Karan,karan nakul,Victim,Male,72.0,9369812007,"81/45, De Ganj, Chandigarh-373326",Bagalkote,TID-Victim-4070
P0004071,FIR-2025-001714,Atharv Venkatesh,atharv venkatesh,Accused,Male,38.0,9300868565,"H.No. 48, Bhasin, Nagpur 273599",Haveri,TID-OneOff-4071
P0004072,FIR-2025-001714,Eesha Chander,chander eesha,Complainant,Female,19.0,9438648693,,Haveri,TID-Victim-4072
P0004073,FIR-2026-001715,Wazir Tripathi,tripathi wazir,Accused,Male,60.0,,"48/296, Ganesh Zila, Satara-870019",Mysuru,TID-OneOff-4073
P0004074,FIR-2026-001715,Riya Dugar,dugar riya,Victim,Female,72.0,,"H.No. 21, Doshi Street, Machilipatnam 443762",Mysuru,TID-Victim-4074
P0004075,FIR-2023-001716,ALEXANDER CHANDER,alexander chander,Accused,Male,46.0,9269448900,"65, Peri Road, Bidar-037070",Shivamogga,TID0003
P0004076,FIR-2023-001716,Ati Prasad,ati prasad,Complainant,Female,56.0,9174820876,"H.No. 38, Dayal Circle, Bidhannagar 371171",Bengaluru City,TID-Victim-4076
P0004077,FIR-2024-001717,Simon Kanda,kanda simon,Accused,Male,56.0,9291735734,"11/78, Thaker Zila, Ozhukarai 589186",Belagavi,TID0147
P0004078,FIR-2024-001717,Jacob Jha,jacob jha,Victim,Male,33.0,9553083993,"H.No. 871, Patla, Vijayawada-621000",Hubballi-Dharwad,TID-Victim-4078
P0004079,FIR-2025-001718,Yagnesh Boase,boase yagnesh,Accused,Male,49.0,,"56, Nori Circle, Pimpri-Chinchwad 708614",Haveri,TID-OneOff-4079
P0004080,FIR-2025-001718,Harshil Butala,butala harshil,Complainant,Male,21.0,9895982301,"42, Sinha Ganj, Amroha 231470",Haveri,TID-Victim-4080
P0004081,FIR-2026-001719,Elijah Ramesh,elijah ramesh,Accused,Male,55.0,9990662597,"29, Rau Street, Giridih 362013",Belagavi,TID-OneOff-4081
P0004082,FIR-2026-001719,Ekavir Chaudry,chaudry ekavir,Complainant,Male,74.0,9189217090,"30, Tella Street, Mira-Bhayandar 180319",Belagavi,TID-Victim-4082
P0004083,FIR-2026-001719,Yoshita Narayan,narayan yoshita,Witness,Female,57.0,9996488133,"13/58, Sangha Street, Mehsana-788824",Belagavi,TID-Witness-4083
P0004084,FIR-2023-001720,David Verma,david verma,Accused,Male,46.0,9332945507,"33/917, Hora Street, Begusarai-392754",Mangaluru,TID-OneOff-4084
P0004085,FIR-2023-001720,Ishani Wagle,ishani wagle,Complainant,Female,24.0,9395456486,"H.No. 54, Bala Road, Bihar Sharif-553241",Mangaluru,TID-Victim-4085
P0004086,FIR-2024-001721,Shivansh Baria,baria shivansh,Accused,Male,51.0,9757026635,"499, Mall Zila, Ahmedabad-178789",Yadgir,TID-OneOff-4086
P0004087,FIR-2024-001721,Yachana Parekh,parekh yachana,Complainant,Female,54.0,9824232460,"H.No. 045, Oommen Road, Medininagar-275373",Yadgir,TID-Victim-4087
P0004088,FIR-2025-001722,Hemang Ganesan,ganesan hemang,Accused,Male,52.0,9823439982,"724, Mahal Road, Jamshedpur-269514",Bengaluru City,TID-OneOff-4088
P0004089,FIR-2025-001722,Turvi Gaba,gaba turvi,Accused,Female,44.0,9131930490,"12/58, Keer Path, Faridabad 970895",Bengaluru City,TID-OneOff-4089
P0004090,FIR-2025-001722,Yashica Sodhi,sodhi yashica,Victim,Female,29.0,9301648759,"40/137, Ramanathan Road, Proddatur 637692",Bengaluru City,TID-Victim-4090
P0004091,FIR-2025-001722,Sneha Biswas,biswas sneha,Witness,Female,31.0,,"99/318, Menon Nagar, Shivpuri 050515",Bengaluru City,TID-Witness-4091
P0004092,FIR-2026-001723,Abeer Rege,abeer rege,Accused,Male,60.0,,"H.No. 62, Anne Chowk, Aurangabad 500917",Bengaluru City,TID-OneOff-4092
P0004093,FIR-2026-001723,Rajata Konda,konda rajata,Victim,Female,,9133504707,"17/74, Vohra Nagar, Bhalswa Jahangir Pur-531154",Bengaluru City,TID-Victim-4093
P0004094,FIR-2023-001724,NISHA BORA,bora nisha,Accused,Female,46.0,9406284028,"43, Wadhwa Ganj, Saharsa 670097",Belagavi,TID0089
P0004095,FIR-2023-001724,Charles Sagar,charles sagar,Complainant,Male,28.0,9326230171,"57/198, Sharaf Circle, Jammu-755786",Dakshina Kannada,TID-Victim-4095
P0004096,FIR-2024-001725,Qabil  Gaba,gaba qabil,Accused,Male,,9229937607,"H.No. 84, Hegde Zila, Vadodara 220646",Hubballi-Dharwad,TID0018
P0004097,FIR-2024-001725,Alka Salvi,alka salvi,Complainant,Female,71.0,9550119839,"983, Chad Marg, Gwalior-282963",Raichur,TID-Victim-4097
P0004098,FIR-2025-001726,Gaurang Sarin,gaurang sarin,Accused,Male,43.0,,"03/15, Edwin Zila, Chinsurah 817729",Mangaluru,TID-OneOff-4098
P0004099,FIR-2025-001726,Orinder Sidhu,orinder sidhu,Victim,Male,38.0,9123578880,"681, Kapadia Street, Anantapur-252600",Mangaluru,TID-Victim-4099
P0004100,FIR-2026-001727,Chaitanya Zacharia,chaitanya zacharia,Accused,Male,33.0,9387107154,"073, Vora Circle, Solapur 212436",Hubballi-Dharwad,TID-OneOff-4100
P0004101,FIR-2026-001727,Devansh Chandran,chandran devansh,Victim,Male,18.0,9997242164,"H.No. 745, Batta Street, Faridabad 991197",Hubballi-Dharwad,TID-Victim-4101
P0004102,FIR-2023-001728,Naveen Thaman,naveen thaman,Accused,Male,54.0,9548815282,"11/150, Chhabra Road, Nanded 011287",Vijayapura,TID-OneOff-4102
P0004103,FIR-2023-001728,Bhanumati Verma,bhanumati verma,Victim,Female,65.0,9824043353,"03, Bhakta, Shahjahanpur-799149",Vijayapura,TID-Victim-4103
P0004104,FIR-2024-001729,Raagini Sampatha,raagini sampatha,Accused,Female,,9821218382,"H.No. 910, Pingle Road, Avadi-468817",Bagalkote,TID0062
P0004105,FIR-2024-001729,Samarth Bhatt,bhatt samarth,Complainant,Male,,9449593942,"34/83, Bhattacharyya Path, Bhind 362479",Bengaluru City,TID-Victim-4105
P0004106,FIR-2025-001730,Raagini Goswami,goswami raagini,Accused,Female,32.0,,,Mangaluru,TID-OneOff-4106
P0004107,FIR-2025-001730,Gopal Morar,gopal morar,Complainant,Male,49.0,9521949855,"H.No. 917, Hans Circle, Bidar-640585",Mangaluru,TID-Victim-4107
P0004108,FIR-2026-001731,Daksha Prabhu,daksha prabhu,Accused,Female,18.0,,"17, Savant Nagar, Karimnagar 662710",Bengaluru City,TID-OneOff-4108
P0004109,FIR-2026-001731,Dalaja Bandi,bandi dalaja,Victim,Female,50.0,9807305365,"H.No. 307, Palla Ganj, Kishanganj 828159",Bengaluru City,TID-Victim-4109
P0004110,FIR-2023-001732,Advaith Andra,advaith andra,Accused,Male,41.0,9109424246,,Chitradurga,TID-OneOff-4110
P0004111,FIR-2023-001732,Rehaan Dada,dada rehaan,Victim,Male,62.0,9556952310,"H.No. 853, Shukla Road, Satna-748144",Chitradurga,TID-Victim-4111
P0004112,FIR-2024-001733,Jagat Lala,jagat lala,Accused,Male,26.0,9839437568,"92/662, Kalita Marg, Jalandhar 383349",Udupi,TID-OneOff-4112
P0004113,FIR-2024-001733,Chaaya Nagar,chaaya nagar,Complainant,Female,74.0,9742932553,"92/77, Setty Chowk, Jhansi 899616",Udupi,TID-Victim-4113
P0004114,FIR-2025-001734,Ayush Buch,ayush buch,Accused,Male,,,"H.No. 378, Bir Chowk, Medininagar-892930",Bengaluru City,TID-OneOff-4114
P0004115,FIR-2025-001734,Umang Sodhi,sodhi umang,Complainant,Male,40.0,9645826130,"40/09, Sachdeva Nagar, Bathinda-946660",Bengaluru City,TID-Victim-4115
P0004116,FIR-2026-001735,Aachal Saha,aachal saha,Accused,Female,,,"H.No. 52, Verma Circle, Davanagere 840704",Belagavi,TID-OneOff-4116
P0004117,FIR-2026-001735,Amara Ghose,amara ghose,Accused,Female,28.0,,"17, Deshpande Chowk, Panchkula 309053",Belagavi,TID-OneOff-4117
P0004118,FIR-2026-001735,Ayaan D’Alia,alia ayaan d,Victim,Male,51.0,,"H.No. 864, Bahri Chowk, Dehri-502313",Belagavi,TID-Victim-4118
P0004119,FIR-2023-001736,Manan Madan,madan manan,Accused,Male,57.0,,"H.No. 65, Kamdar Nagar, Navi Mumbai-007488",Koppal,TID-OneOff-4119
P0004120,FIR-2023-001736,Yashodhara Dixit,dixit yashodhara,Complainant,Female,46.0,9565431655,"H.No. 120, Chokshi Street, Asansol-207679",Koppal,TID-Victim-4120
P0004121,FIR-2024-001737,Xiti Munshi,munshi xiti,Accused,Female,27.0,9744174999,"86/972, Babu Path, Junagadh-365879",Ballari,TID-OneOff-4121
P0004122,FIR-2024-001737,Ethan Kade,ethan kade,Complainant,Male,70.0,9809055869,"H.No. 108, Tak Zila, Vijayawada 571909",Ballari,TID-Victim-4122
P0004123,FIR-2025-001738,M. Ravi,m ravi,Accused,Male,30.0,9247054665,"17, Patel Marg, Hajipur-760617",Chikkaballapura,TID0134
P0004124,FIR-2025-001738,Dominic Pant,dominic pant,Victim,Male,27.0,9478568401,"58, Hayre Road, Nangloi Jat 640834",Bengaluru City,TID-Victim-4124
P0004125,FIR-2026-001739,Mitesh Johal,johal mitesh,Accused,Male,32.0,9593391437,"885, Chad Path, Sasaram 717566",Chikkamagaluru,TID-OneOff-4125
P0004126,FIR-2026-001739,Nirja Suri,nirja suri,Complainant,Female,65.0,9825385190,,Chikkamagaluru,TID-Victim-4126
P0004127,FIR-2026-001739,Indali Tripathi,indali tripathi,Witness,Female,,9767508374,"32/00, Jani Chowk, Ozhukarai 370112",Chikkamagaluru,TID-Witness-4127
P0004128,FIR-2023-001740,Gaurav Vohra,gaurav vohra,Accused,Male,,,"497, Chana Marg, Tirupati-760131",Bengaluru City,TID-OneOff-4128
P0004129,FIR-2023-001740,Upadhriti Deep,deep upadhriti,Complainant,Female,51.0,9874293512,"115, Cherian Chowk, Pali 227106",Bengaluru City,TID-Victim-4129
P0004130,FIR-2024-001741,Tara Sampath,sampath tara,Accused,Female,42.0,,"58, Bali Road, Udaipur-037497",Bengaluru City,TID-OneOff-4130
P0004131,FIR-2024-001741,Unnati Mistry,mistry unnati,Victim,Female,53.0,9172092914,"12, Edwin Zila, Narasaraopet 641557",Bengaluru City,TID-Victim-4131
P0004132,FIR-2025-001742,Divya Kota,divya kota,Accused,Female,38.0,9667483546,"968, Batta Ganj, Orai 976722",Tumakuru,TID-OneOff-4132
P0004133,FIR-2025-001742,Yug Chad,chad yug,Complainant,Male,55.0,9866177942,,Tumakuru,TID-Victim-4133
P0004134,FIR-2026-001743,Jackson Tiwaria,jackson tiwaria,Accused,Male,24.0,9131994523,"H.No. 03, Ray Ganj, Kadapa 949278",Bengaluru City,TID0004
P0004135,FIR-2026-001743,Tanay Soni,soni tanay,Accused,Male,,9266050129,"H.No. 73, Mann Street, Bidhannagar-955496",Bengaluru City,TID-OneOff-4135
P0004136,FIR-2026-001743,Vyanjana Dugar,dugar vyanjana,Victim,Female,,9809783700,"H.No. 412, Chanda Circle, Panchkula-716994",Bengaluru City,TID-Victim-4136
P0004137,FIR-2023-001744,Darpan K.,darpan k,Accused,Male,,9743111853,,Chikkaballapura,TID0052
P0004138,FIR-2023-001744,Nilima Goyal,goyal nilima,Victim,Female,,9233596945,"247, Apte Nagar, Rourkela-547120",Bengaluru City,TID-Victim-4138
P0004139,FIR-2024-001745,Bakhshi Walia,bakhshi walia,Accused,Male,46.0,,"168, Yadav Nagar, Nadiad 423997",Mysuru,TID0046
P0004140,FIR-2024-001745,Shivani Subramaniam,shivani subramaniam,Victim,Female,57.0,9788391691,"999, Kapadia Circle, Suryapet 599058",Chamarajanagar,TID-Victim-4140
P0004141,FIR-2025-001746,D. Solanki,d solanki,Accused,Male,52.0,9384602384,"48/24, Merchant Marg, Jabalpur 346700",Mysuru,TID0059
P0004142,FIR-2025-001746,Damyanti Sami,damyanti sami,Complainant,Female,38.0,9169412731,"38, Balan Zila, Sambalpur-072185",Yadgir,TID-Victim-4142
P0004143,FIR-2026-001747,Alexander Chander,alexander chander,Accused,Male,46.0,9734036506,"616, Mohanty Ganj, Tiruvottiyur 649859",Shivamogga,TID0003
P0004144,FIR-2026-001747,Daksh Soni,daksh soni,Victim,Male,20.0,9556507066,"H.No. 00, Sha Zila, Mirzapur 493578",Bengaluru City,TID-Victim-4144
P0004145,FIR-2023-001748,Mitali Chander,chander mitali,Accused,Female,,9699514094,"01, Khatri Path, Saharsa-928392",Shivamogga,TID-OneOff-4145
P0004146,FIR-2023-001748,Faraj Khosla,faraj khosla,Victim,Male,22.0,9106793547,,Shivamogga,TID-Victim-4146
P0004147,FIR-2024-001749,Banjeet Swaminathan,banjeet swaminathan,Accused,Male,,,"H.No. 743, Raju Street, Jorhat 323760",Bengaluru City,TID-OneOff-4147
P0004148,FIR-2024-001749,Nathaniel Purohit,nathaniel purohit,Suspect,Male,40.0,9712804221,"44/24, Gera Chowk, Sangli-Miraj & Kupwad-472833",Bengaluru City,TID-OneOff-4148
P0004149,FIR-2024-001749,Niharika Keer,keer niharika,Victim,Female,66.0,9976314379,"H.No. 322, Sehgal Street, Gandhinagar-758344",Bengaluru City,TID-Victim-4149
P0004150,FIR-2025-001750,Vedant Kanda,kanda vedant,Accused,Male,35.0,,"81/924, Mammen Street, Tirunelveli 359752",Tumakuru,TID-OneOff-4150
P0004151,FIR-2025-001750,Ishaan Dixit,dixit ishaan,Accused,Male,37.0,,"74/98, Bala Nagar, Phagwara 677851",Tumakuru,TID-OneOff-4151
P0004152,FIR-2025-001750,Priya Oza,oza priya,Victim,Female,28.0,,"H.No. 44, Sheth Street, Unnao 683233",Tumakuru,TID-Victim-4152
P0004153,FIR-2026-001751,Hredhaan Jain,hredhaan jain,Accused,Male,58.0,9595571074,,Belagavi,TID-OneOff-4153
P0004154,FIR-2026-001751,Qushi Prabhu,prabhu qushi,Victim,Female,23.0,9647351765,,Belagavi,TID-Victim-4154
P0004155,FIR-2023-001752,Imaran Tailor,imaran tailor,Accused,Male,41.0,,"931, Ramachandran Zila, Thrissur 264569",Bengaluru Rural,TID-OneOff-4155
P0004156,FIR-2023-001752,Vamakshi Pandey,pandey vamakshi,Complainant,Female,28.0,,"H.No. 71, Chander Chowk, Chandigarh-333562",Bengaluru Rural,TID-Victim-4156
P0004157,FIR-2024-001753,Om Badal,badal om,Accused,Male,51.0,9263779089,"H.No. 84, Bhakta Zila, Bhilwara 137320",Mysuru,TID-OneOff-4157
P0004158,FIR-2024-001753,Ekaja Balay,balay ekaja,Complainant,Female,31.0,9268068311,"822, Baral Marg, Siwan 866307",Mysuru,TID-Victim-4158
P0004159,FIR-2024-001753,Samuel Mander,mander samuel,Witness,Male,33.0,,"98/75, Chaudhari Marg, Jehanabad-911029",Mysuru,TID-Witness-4159
P0004160,FIR-2025-001754,Qasim  Divan,divan qasim,Accused,Male,58.0,9446382248,"35/09, Dhingra Ganj, Arrah 296948",Hubballi-Dharwad,TID0106
P0004161,FIR-2025-001754,Girish Dass,dass girish,Complainant,Male,69.0,9123742901,"065, Jaggi Ganj, Patiala 911866",Bengaluru City,TID-Victim-4161
P0004162,FIR-2026-001755,Christopher Borah,borah christopher,Accused,Male,20.0,9584928224,"64/465, Din, Vijayanagaram 978269",Bengaluru City,TID-OneOff-4162
P0004163,FIR-2026-001755,Ati Vyas,ati vyas,Complainant,Female,36.0,9792540983,"H.No. 70, Grover Ganj, Erode 088843",Bengaluru City,TID-Victim-4163
P0004164,FIR-2023-001756,Harrison Loke,harrison loke,Accused,Male,53.0,9175804246,"H.No. 053, Vasa Circle, Salem-904428",Bengaluru City,TID-OneOff-4164
P0004165,FIR-2023-001756,Jagat Sama,jagat sama,Victim,Male,73.0,9976453640,,Bengaluru City,TID-Victim-4165
P0004166,FIR-2024-001757,Q. Gaba,gaba q,Accused,Male,,,"H.No. 109, Divan Chowk, Katihar 121015",Hubballi-Dharwad,TID0018
P0004167,FIR-2024-001757,Aahana Sachdeva,aahana sachdeva,Suspect,Female,54.0,9750341895,"49/70, Dubey Road, Amaravati 766310",Udupi,TID-OneOff-4167
P0004168,FIR-2024-001757,Mohammed Natt,mohammed natt,Victim,Male,38.0,9679800691,,Udupi,TID-Victim-4168
P0004169,FIR-2024-001757,Brinda Mallick,brinda mallick,Witness,Female,65.0,,"653, Solanki Street, Rampur-250762",Udupi,TID-Witness-4169
P0004170,FIR-2025-001758,Isaac D.,d isaac,Accused,Male,27.0,9339670711,"750, Mahajan, Rampur-174936",Chikkaballapura,TID0001
P0004171,FIR-2025-001758,Balhaar Rao,balhaar rao,Complainant,Male,54.0,9440155803,"87/630, Iyengar Chowk, Ujjain 575848",Bengaluru City,TID-Victim-4171
P0004172,FIR-2026-001759,Tamanna Joshi,joshi tamanna,Accused,Female,60.0,,"H.No. 138, Chaudry, Asansol 788223",Bagalkote,TID-OneOff-4172
P0004173,FIR-2026-001759,Pahal Wagle,pahal wagle,Victim,Female,,9413115073,"422, Manne Ganj, Asansol-410144",Bagalkote,TID-Victim-4173
P0004174,FIR-2026-001759,Inaya Ahluwalia,ahluwalia inaya,Witness,Female,26.0,9374891939,,Bagalkote,TID-Witness-4174
P0004175,FIR-2023-001760,Sai Ramakrishnan,ramakrishnan sai,Accused,Female,21.0,9638792356,"60, Chokshi Marg, Raurkela Industrial Township 743421",Koppal,TID-OneOff-4175
P0004176,FIR-2023-001760,Nimrat Keer,keer nimrat,Victim,Female,,,,Koppal,TID-Victim-4176
P0004177,FIR-2024-001761,Agastya Kothari,agastya kothari,Accused,Male,38.0,9541186817,"64/66, Anne Circle, Katni 485117",Hassan,TID-OneOff-4177
P0004178,FIR-2024-001761,Tanay Contractor,contractor tanay,Victim,Male,37.0,,"68, Shan Path, Khandwa-692659",Hassan,TID-Victim-4178
P0004179,FIR-2025-001762,Robert L.,l robert,Accused,Male,45.0,9240714723,"27/74, Mall Marg, Thoothukudi 576344",Chitradurga,TID0075
P0004180,FIR-2025-001762,Frederick Baria,baria frederick,Accused,Male,26.0,9136337099,"768, Pathak Ganj, Nagaon 372420",Chikkaballapura,TID-OneOff-4180
P0004181,FIR-2025-001762,Ubika Peri,peri ubika,Complainant,Female,38.0,9413179118,"170, Soman Path, Burhanpur-798300",Chikkaballapura,TID-Victim-4181
