account_id,holder_name,bank,district,is_mule
ACC000919,Diya Palan,Karnataka Bank,Bengaluru City,false
ACC000920,George Sethi,HDFC Bank,Bengaluru City,false
ACC000921,Vidhi Pal,PNB,Mangaluru,false
ACC000922,Mekhala Sampath,Axis Bank,Bengaluru City,false
ACC000923,Lajita Mukhopadhyay,Karnataka Bank,Bengaluru City,false
ACC000924,Radha Brahmbhatt,Union Bank,Hubballi-Dharwad,false
ACC000925,Arjun Ganesh,Karnataka Bank,Bengaluru City,false
ACC000926,Baghyawati Purohit,Kotak Mahindra,Bengaluru City,false
ACC000927,Warinder Warrior,ICICI Bank,Bengaluru City,false
ACC000928,Naveen Mall,Canara Bank,Bengaluru City,false
ACC000929,Inaya Barad,Canara Bank,Bengaluru City,false
ACC000930,Balveer Chada,Karnataka Bank,Davanagere,false
ACC000931,Fitan Thakkar,HDFC Bank,Koppal,false
ACC000932,Samarth Rama,Karnataka Bank,Bengaluru City,false
ACC000933,Leela Bora,ICICI Bank,Tumakuru,false
ACC000934,Advik Maharaja,HDFC Bank,Bengaluru City,false
ACC000935,Liam Sachdev,HDFC Bank,Udupi,false
ACC000936,Laban Comar,HDFC Bank,Bengaluru City,false
ACC000937,Irya Atwal,ICICI Bank,Bengaluru City,false
ACC000938,Girish Kala,ICICI Bank,Bengaluru City,true
ACC000939,Rajata Subramaniam,Kotak Mahindra,Bengaluru City,false
ACC000940,Daksh Khosla,Canara Bank,Mangaluru,false
ACC000941,Vaishnavi Gour,Karnataka Bank,Chamarajanagar,false
ACC000942,Bakhshi Kaur,Karnataka Bank,Bengaluru City,false
ACC000943,Rachit Radhakrishnan,HDFC Bank,Bengaluru City,false
ACC000944,Priya Hari,SBI,Bengaluru Rural,false
ACC000945,Ekiya Shankar,Canara Bank,Bengaluru City,false
ACC000946,Tripti Ghosh,Canara Bank,Haveri,false
ACC000947,Harshil Badami,Karnataka Bank,Ramanagara,false
ACC000948,Faras Rajagopal,SBI,Udupi,false
ACC000949,Jeet Rout,PNB,Bengaluru City,true
ACC000950,Nikita Bhattacharyya,PNB,Udupi,false
ACC000951,Shravya Bal,Bank of Baroda,Bengaluru City,true
ACC000952,Shaurya Nagar,Kotak Mahindra,Bengaluru City,true
ACC000953,Upkaar Zachariah,IDBI Bank,Bengaluru City,true
ACC000954,Bachittar Dar,Karnataka Bank,Bengaluru City,false
ACC000955,Darpan Bansal,Yes Bank,Bengaluru City,false
ACC000956,BALJIWAN SAVANT,PNB,Yadgir,false
ACC000957,Bimala Kota,Bank of Baroda,Bengaluru City,false
ACC000958,Ekansh Yogi,ICICI Bank,Bengaluru City,true
ACC000959,Rudra Garg,HDFC Bank,Bengaluru City,false
ACC000960,L. Dugal,HDFC Bank,Kalaburagi,false
ACC000961,Inaya Sachdev,HDFC Bank,Raichur,false
ACC000962,Farhan Golla,Karnataka Bank,Uttara Kannada,false
ACC000963,Yatan Bajaj,Axis Bank,Bengaluru City,false
ACC000964,Dayita Bhasin,SBI,Tumakuru,false
ACC000965,Kamala Gola,Bank of Baroda,Ballari,false
ACC000966,Dakshesh Chakrabarti,HDFC Bank,Haveri,false
ACC000967,Jagat Nigam,Axis Bank,Bengaluru City,true
ACC000968,Pallavi Majumdar,Canara Bank,Bengaluru City,false
ACC000969,Vamakshi Verma,IDBI Bank,Bengaluru City,false
ACC000970,Girish Gera,ICICI Bank,Bengaluru City,true
ACC000971,Eta Kadakia,Karnataka Bank,Ballari,false
ACC000972,Bishakha Madan,IDBI Bank,Hubballi-Dharwad,false
ACC000973,Sathvik Deo,Canara Bank,Mysuru,false
ACC000974,Indira Walla,Union Bank,Bagalkote,false
ACC000975,Jairaj Borra,Kotak Mahindra,Bengaluru City,false
ACC000976,Harrison Sood,Yes Bank,Bengaluru City,false
ACC000977,Amol Bath,PNB,Bengaluru Rural,false
ACC000978,Vinaya Varghese,Kotak Mahindra,Bengaluru City,false
ACC000979,Ekta Ram,PNB,Bengaluru City,true
ACC000980,Wridesh Patel,HDFC Bank,Koppal,false
ACC000981,Nitesh Lala,PNB,Tumakuru,false
ACC000982,Hemang Chaudhry,Bank of Baroda,Bengaluru City,false
ACC000983,Ojasvi Suresha,PNB,Raichur,false
ACC000984,Daniel Johal,HDFC Bank,Bengaluru City,false
ACC000985,William Divan,Union Bank,Bengaluru City,false
ACC000986,Dhriti Khosla,Yes Bank,Yadgir,false
ACC000987,Ekalinga Lalla,PNB,Bengaluru City,false
ACC000988,Rushil Vyas,Union Bank,Bengaluru City,false
ACC000989,Om Mittal,Axis Bank,Bengaluru City,true
ACC000990,Gaurangi Muni,SBI,Bengaluru City,false
ACC000991,Reyansh Bora,Yes Bank,Shivamogga,false
ACC000992,David Gupta,Axis Bank,Bengaluru City,false
ACC000993,Saksham Date,Karnataka Bank,Bengaluru City,false
ACC000994,Chatura Suri,HDFC Bank,Bengaluru City,false
ACC000995,Samarth N.,Karnataka Bank,Bengaluru City,false
ACC000996,Farhan Mandal,ICICI Bank,Mangaluru,false
ACC000997,Jasmit Karan,SBI,Bengaluru Rural,false
ACC000998,Vamakshi Lalla,ICICI Bank,Raichur,false
ACC000999,B. Dixit,HDFC Bank,Bengaluru City,true
ACC001000,Ojasvi Sant,Axis Bank,Shivamogga,false
ACC001001,Meghana Sarna,Karnataka Bank,Bidar,false
ACC001002,Qabil Saraf,Union Bank,Udupi,false
ACC001003,Ekansh Misra,Kotak Mahindra,Bengaluru City,true
ACC001004,Edhitha Sagar,HDFC Bank,Bengaluru City,false
ACC001005,Falguni Chahal,ICICI Bank,Tumakuru,false
ACC001006,Aradhana Dhar,ICICI Bank,Mandya,false
ACC001007,Gautam Munshi,SBI,Bengaluru City,false
ACC001008,Nitesh Shukla,PNB,Bengaluru City,true
ACC001009,Azad Karan,Axis Bank,Gadag,false
ACC001010,Theodore Trivedi,PNB,Raichur,false
ACC001011,Ekbal Deshmukh,SBI,Bengaluru City,false
ACC001012,Tanish R.,Axis Bank,Bengaluru City,false
ACC001013,Inaya Sabharwal,Canara Bank,Bengaluru City,true
ACC001014,Tara Balan,SBI,Bengaluru City,false
ACC001015,Eta Gole,Axis Bank,Davanagere,false
ACC001016,Krish Rama,Axis Bank,Bengaluru City,false
ACC001017,Lipika Chander,Kotak Mahindra,Bengaluru City,false
ACC001018,Benjamin Sankaran,Union Bank,Bengaluru City,false
ACC001019,Christopher Chhabra,SBI,Tumakuru,false
ACC001020,Advaith Hayre,SBI,Gadag,false
ACC001021,Devika Deo,Axis Bank,Bengaluru City,false
ACC001022,Samuel Chatterjee,Yes Bank,Chikkamagaluru,false
ACC001023,Upkaar Bora,IDBI Bank,Bengaluru City,false
ACC001024,Nidra Narayan,Canara Bank,Bengaluru City,true
ACC001025,Aarush Dewan,HDFC Bank,Kolar,false
ACC001026,Onveer Lata,SBI,Bengaluru City,true
ACC001027,Kevin Ray,Canara Bank,Bengaluru City,false
ACC001028,Hitesh Banerjee,Union Bank,Bengaluru City,false
ACC001029,Finn Sherea,Union Bank,Dakshina Kannada,false
ACC001030,Ayushman Natarajan,IDBI Bank,Udupi,false
ACC001031,Ansh Nadig,Yes Bank,Tumakuru,false
ACC001032,Jason Basak,IDBI Bank,Hubballi-Dharwad,false
ACC001033,Aarna Kala,Axis Bank,Bengaluru City,false
ACC001034,Zilmil Lata,Canara Bank,Bengaluru City,false
ACC001035,RANVEER MALL,PNB,Bengaluru City,false
ACC001036,Abhimanyu Sridhar,Bank of Baroda,Uttara Kannada,false
ACC001037,Jonathan Setty,Axis Bank,Bengaluru City,false
ACC001038,Gauri Edwin,Karnataka Bank,Bengaluru City,false
ACC001039,Isaiah I.,Karnataka Bank,Hubballi-Dharwad,false
ACC001040,Aryan Sahni,HDFC Bank,Bengaluru City,false
ACC001041,Ekapad Khosla,PNB,Bidar,false
ACC001042,Baljiwan Thaman,HDFC Bank,Raichur,false
ACC001043,Idika Rastogi,PNB,Mandya,false
ACC001044,Ronith Rajagopalan,ICICI Bank,Kalaburagi,false
ACC001045,Shivansh Morar,Yes Bank,Hubballi-Dharwad,false
ACC001046,Rachita Bahri,SBI,Bengaluru City,false
ACC001047,Mitesh Mital,Bank of Baroda,Gadag,false
ACC001048,Chatura Bhatia,PNB,Hubballi-Dharwad,false
ACC001049,Niharika Keer,PNB,Bengaluru City,false
ACC001050,Yasti Gaba,PNB,Raichur,false
ACC001051,Vasudha Dhara,SBI,Koppal,false
ACC001052,Samarth Padmanabhan,Bank of Baroda,Hassan,false
ACC001053,Abeer Sachar,SBI,Bengaluru City,false
ACC001054,Lopa  Kanda,Canara Bank,Chamarajanagar,false
ACC001055,Daniel Johal,IDBI Bank,Bagalkote,false
ACC001056,Reva Halder,PNB,Bengaluru City,false
ACC001057,Yamini Sathe,SBI,Bengaluru City,false
ACC001058,Gaurav Mangal,Axis Bank,Hubballi-Dharwad,false
ACC001059,Zaitra Dasgupta,IDBI Bank,Bengaluru City,false
ACC001060,Ekalinga Deshpande,Axis Bank,Bengaluru City,false
ACC001061,Unni Andra,Karnataka Bank,Bengaluru City,true
ACC001062,Wishi Agarwal,ICICI Bank,Bengaluru City,true
ACC001063,Manbir Parmar,Bank of Baroda,Bengaluru City,false
ACC001064,Samaksh Kale,Yes Bank,Chikkamagaluru,false
ACC001065,Kabir Contractor,Bank of Baroda,Bidar,false
ACC001066,Nikita Yogi,Union Bank,Dakshina Kannada,false
ACC001067,Aarini Subramanian,Axis Bank,Belagavi,false
ACC001068,Utkarsh Arora,Axis Bank,Hubballi-Dharwad,false
ACC001069,Banjeet Tiwari,IDBI Bank,Bengaluru City,false
ACC001070,Zansi Kashyap,Karnataka Bank,Tumakuru,false
ACC001071,Qarin Mani,HDFC Bank,Kolar,false
ACC001072,Chavvi Sarin,Kotak Mahindra,Bengaluru City,false
ACC001073,Lakshmi Babu,Canara Bank,Chikkaballapura,false
ACC001074,Qadim Gala,Yes Bank,Koppal,false
ACC001075,Aadhya Sani,Yes Bank,Bengaluru City,false
ACC001076,Agastya Sethi,PNB,Udupi,false
ACC001077,Ucchal Mahal,ICICI Bank,Kolar,false
ACC001078,Nidra Mangat,HDFC Bank,Bengaluru City,false
ACC001079,Aayush Kashyap,HDFC Bank,Shivamogga,false
ACC001080,Dalaja Bhattacharyya,HDFC Bank,Bengaluru City,false
ACC001081,Janani Kumer,PNB,Davanagere,false
ACC001082,Aarav Halder,Bank of Baroda,Bengaluru City,false
ACC001083,Pahal Sehgal,Canara Bank,Bengaluru City,true
ACC001084,Urvashi Ranganathan,Bank of Baroda,Bengaluru City,false
ACC001085,Yash Nayar,HDFC Bank,Bengaluru City,false
ACC001086,Isaac Bajwa,Union Bank,Vijayapura,false
ACC001087,Dipta Dube,SBI,Bengaluru City,false
ACC001088,Jagdish Naidu,Yes Bank,Bengaluru City,false
ACC001089,A. Batra,HDFC Bank,Uttara Kannada,false
ACC001090,Dominic P.,Canara Bank,Bengaluru City,false
ACC001091,Ekiya Agate,Axis Bank,Bengaluru City,false
ACC001092,Xalak Arora,Karnataka Bank,Bengaluru City,false
ACC001093,Nihal Saxena,IDBI Bank,Bengaluru City,true
ACC001094,Abha Choudhary,HDFC Bank,Gadag,false
ACC001095,Oeshi Kalla,Bank of Baroda,Bengaluru City,false
ACC001096,Charan Nayar,IDBI Bank,Haveri,false
ACC001097,HREDHAAN TOOR,Bank of Baroda,Bengaluru City,false
ACC001098,Abhiram Munshi,Canara Bank,Bengaluru City,false
ACC001099,Adweta Dugal,Axis Bank,Tumakuru,false
ACC001100,Advik Uppal,ICICI Bank,Bengaluru City,false
ACC001101,Gopal Kara,Bank of Baroda,Shivamogga,false
ACC001102,Nandini Malhotra,SBI,Bengaluru City,false
ACC001103,Chavvi Shukla,Axis Bank,Bengaluru City,false
ACC001104,Teerth Soman,Kotak Mahindra,Bengaluru City,false
ACC001105,Bhanumati Vaidya,ICICI Bank,Shivamogga,false
ACC001106,Onveer Goyal,IDBI Bank,Vijayapura,false
ACC001107,Yashodhara Goswami,Canara Bank,Bengaluru City,false
ACC001108,Rachit Wason,ICICI Bank,Ballari,false
ACC001109,Charles Kaur,SBI,Bengaluru City,true
ACC001110,Kabir Chad,IDBI Bank,Bengaluru City,false
ACC001111,Widisha Bhattacharyya,Canara Bank,Bengaluru City,true
ACC001112,MEGHANA VARMA,Yes Bank,Bengaluru City,false
ACC001113,Luke Chand,PNB,Davanagere,false
ACC001114,Jackson Tiwaria,PNB,Bengaluru City,true
ACC001115,Ishaan Naidu,SBI,Bengaluru Rural,false
ACC001116,Samarth Narain,Union Bank,Chitradurga,false
ACC001117,Hitesh Z.,SBI,Gadag,false
ACC001118,Wishi Sandhu,Karnataka Bank,Hassan,false
ACC001119,Benjamin Chahal,PNB,Koppal,false
ACC001120,Xiti Patel,HDFC Bank,Kalaburagi,false
ACC001121,Rachana Dhar,HDFC Bank,Bengaluru Rural,false
ACC001122,Joshua Agrawal,IDBI Bank,Chikkamagaluru,false
ACC001123,Aarush Varma,HDFC Bank,Bengaluru City,false
ACC001124,Bakhshi Walia,HDFC Bank,Kolar,false
ACC001125,Zansi Dutta,Yes Bank,Shivamogga,false
ACC001126,Jason Batra,Kotak Mahindra,Bengaluru City,false
ACC001127,Bhavini Narasimhan,Axis Bank,Bengaluru City,true
ACC001128,Adweta Nori,Axis Bank,Bengaluru City,false
ACC001129,Yatin Sinha,HDFC Bank,Koppal,false
ACC001130,Urvashi Chaudhary,IDBI Bank,Bengaluru Rural,false
ACC001131,Isaac Hayre,Canara Bank,Belagavi,false
ACC001132,Tamanna Prakash,Kotak Mahindra,Bengaluru City,false
ACC001133,Vihaan Sunder,IDBI Bank,Dakshina Kannada,false
ACC001134,Mahika Oza,Union Bank,Hassan,false
ACC001135,Damini Sant,Kotak Mahindra,Vijayapura,false
ACC001136,Yashawini Rege,PNB,Ramanagara,false
ACC001137,Qabil Mann,SBI,Belagavi,false
ACC001138,Lajita Gade,Karnataka Bank,Bidar,false
ACC001139,Xavier Viswanathan,Union Bank,Bengaluru City,false
ACC001140,Triya Thakur,Union Bank,Bengaluru City,false
ACC001141,Saanvi Mukhopadhyay,Union Bank,Mysuru,false
ACC001142,Sarthak Bobal,Bank of Baroda,Bengaluru City,false
ACC001143,Ekantika Vora,HDFC Bank,Bengaluru City,true
ACC001144,Abdul Ben,SBI,Gadag,false
ACC001145,Avi Bobal,PNB,Bengaluru City,false
ACC001146,Raagini Goswami,Yes Bank,Bengaluru Rural,false
ACC001147,Benjamin Ravel,Karnataka Bank,Hubballi-Dharwad,false
ACC001148,Yadavi Kala,Kotak Mahindra,Bengaluru City,false
ACC001149,Agastya Sethi,Kotak Mahindra,Bengaluru City,false
ACC001150,Utkarsh Radhakrishnan,Bank of Baroda,Haveri,false
ACC001151,Maanas Chauhan,SBI,Bengaluru City,false
ACC001152,Hardik Dora,IDBI Bank,Bengaluru City,false
ACC001153,Ekapad Mukhopadhyay,PNB,Bengaluru City,false
ACC001154,Qabil Barala,IDBI Bank,Mangaluru,false
ACC001155,Atharv Buch,Bank of Baroda,Bengaluru City,false
ACC001156,Siya Sur,HDFC Bank,Tumakuru,false
ACC001157,Bachittar Gole,Canara Bank,Mangaluru,false
ACC001158,Aradhana Cherian,Axis Bank,Bengaluru City,true
ACC001159,Liam S.,Canara Bank,Bengaluru City,false
ACC001160,Praneel Varghese,Bank of Baroda,Bengaluru City,false
ACC001161,Lekha Soman,IDBI Bank,Bengaluru City,false
ACC001162,Baghyawati Prashad,SBI,Bengaluru City,false
ACC001163,Widisha Sarkar,ICICI Bank,Yadgir,false
ACC001164,Pushti Bala,Yes Bank,Koppal,false
ACC001165,Orinder Dixit,Axis Bank,Bengaluru City,false
ACC001166,Charvi Contractor,HDFC Bank,Bengaluru City,true
ACC001167,Pavani Yohannan,IDBI Bank,Yadgir,false
ACC001168,Amaira Tara,Yes Bank,Yadgir,false
ACC001169,Yasti Gaba,Karnataka Bank,Bengaluru City,false
ACC001170,Wridesh Oak,ICICI Bank,Udupi,false
ACC001171,Farhan Ramesh,IDBI Bank,Mangaluru,false
ACC001172,Anita Comar,Karnataka Bank,Kolar,false
ACC001173,Maanas Patla,Karnataka Bank,Belagavi,false
ACC001174,Ayaan Karnik,IDBI Bank,Tumakuru,false
ACC001175,Chanakya Sane,SBI,Davanagere,false
ACC001176,Shravya Puri,Bank of Baroda,Davanagere,false
ACC001177,Mason Nagi,Union Bank,Kolar,false
ACC001178,Faraj Khosla,Bank of Baroda,Mangaluru,false
ACC001179,Faqid Chokshi,Union Bank,Bengaluru City,false
ACC001180,Triveni Das,Canara Bank,Bengaluru City,true
ACC001181,Maanav Dash,HDFC Bank,Bengaluru City,false
ACC001182,Devansh Barman,IDBI Bank,Bengaluru City,false
ACC001183,Lajita Dass,Kotak Mahindra,Bengaluru City,false
ACC001184,Dayamai Virk,Bank of Baroda,Bengaluru City,false
ACC001185,Balveer Oak,Union Bank,Bengaluru City,false
ACC001186,Yatan Gala,IDBI Bank,Raichur,false
ACC001187,Pooja Muni,Bank of Baroda,Shivamogga,false
ACC001188,Orinder Lalla,HDFC Bank,Chamarajanagar,false
ACC001189,Gayathri Naidu,Canara Bank,Bengaluru City,true
ACC001190,Indali Chana,IDBI Bank,Bengaluru City,true
ACC001191,Liam  Sunder,Kotak Mahindra,Bengaluru City,false
ACC001192,Gaurika Hayre,ICICI Bank,Davanagere,false
ACC001193,Zaitra De,PNB,Uttara Kannada,false
ACC001194,Ekalinga  Lalla,PNB,Bengaluru City,false
ACC001195,Ayushman Krishnan,Kotak Mahindra,Vijayapura,false
ACC001196,Utkarsh Rajan,Axis Bank,Bengaluru City,false
ACC001197,Hardik Kothari,Karnataka Bank,Shivamogga,false
ACC001198,Indira Dara,Axis Bank,Vijayapura,false
ACC001199,Wakeeta Sridhar,Yes Bank,Bengaluru City,false
ACC001200,Neel Saxena,SBI,Bengaluru City,false
ACC001201,Pratyush Bhatti,HDFC Bank,Shivamogga,false
ACC001202,Chaaya Nagar,IDBI Bank,Tumakuru,false
ACC001203,Baljiwan Shukla,Karnataka Bank,Bengaluru City,true
ACC001204,Bhavna Dhillon,Yes Bank,Bengaluru City,true
ACC001205,Nitesh Dada,HDFC Bank,Gadag,false
ACC001206,Christopher Varughese,Axis Bank,Bengaluru City,false
ACC001207,Brinda Suri,Karnataka Bank,Bidar,false
ACC001208,Divya Oommen,Axis Bank,Uttara Kannada,false
ACC001209,Omaja Narang,ICICI Bank,Belagavi,false
ACC001210,Joshua Bir,ICICI Bank,Hubballi-Dharwad,false
ACC001211,Nisha Date,Canara Bank,Chitradurga,false
ACC001212,Anjali Gaba,Kotak Mahindra,Shivamogga,false
ACC001213,Yashasvi Grover,Axis Bank,Bengaluru City,false
ACC001214,Nitesh Narula,Canara Bank,Belagavi,false
ACC001215,Anthony Mane,ICICI Bank,Bengaluru City,true
ACC001216,Dhruv Nayak,Yes Bank,Uttara Kannada,false
ACC001217,WAIDA THAKKAR,Karnataka Bank,Bidar,false
ACC001218,Harita Kannan,SBI,Bengaluru City,false
ACC001219,Dominic Karan,PNB,Mandya,false
ACC001220,Tanveer Nagy,Kotak Mahindra,Bengaluru City,false
ACC001221,Jeremiah Behl,ICICI Bank,Tumakuru,false
ACC001222,Theodore Anne,Yes Bank,Bagalkote,false
ACC001223,Ayaan Deo,Canara Bank,Haveri,false
ACC001224,Wyatt Dara,Bank of Baroda,Haveri,false
ACC001225,Adya Bora,Yes Bank,Bengaluru City,false
ACC001226,Ryan Narasimhana,PNB,Bengaluru City,false
ACC001227,Qadim Varma,SBI,Bengaluru City,false
ACC001228,Oscar Sarraf,Kotak Mahindra,Bengaluru Rural,false
ACC001229,Harinakshi Srinivasan,HDFC Bank,Bengaluru City,true
ACC001230,Amrita Dua,Kotak Mahindra,Bengaluru City,false
ACC001231,Daksha Dayal,IDBI Bank,Bengaluru City,false
ACC001232,CALEB SAMI,HDFC Bank,Bengaluru City,false
ACC001233,Arjun Walia,IDBI Bank,Koppal,false
ACC001234,Rishi Chaudhuri,ICICI Bank,Bengaluru City,false
ACC001235,Azad Chaudhari,Yes Bank,Bengaluru City,true
ACC001236,Tejas Dutta,HDFC Bank,Bengaluru City,false
ACC001237,Jagdish Saxena,HDFC Bank,Kalaburagi,false
ACC001238,Upadhriti Hora,ICICI Bank,Chikkamagaluru,false
ACC001239,Karan Ramakrishnan,Karnataka Bank,Chikkamagaluru,false
ACC001240,Isaiah Dar,Karnataka Bank,Chikkamagaluru,false
ACC001241,Dalbir Sarin,Yes Bank,Bengaluru City,false
ACC001242,Elijah Mannan,Yes Bank,Davanagere,false
ACC001243,Saksham Iyengar,Bank of Baroda,Gadag,false
ACC001244,Ira Banik,PNB,Udupi,false
ACC001245,Ikshita Oza,PNB,Bengaluru City,false
ACC001246,Jalsa Subramanian,SBI,Chitradurga,false
ACC001247,Nidhi Mitra,Karnataka Bank,Bengaluru City,false
ACC001248,Nihal Balan,ICICI Bank,Chamarajanagar,false
ACC001249,Rayaan Barada,Karnataka Bank,Hassan,false
ACC001250,A. Chander,PNB,Hassan,false
ACC001251,Bhavani Saraf,IDBI Bank,Bengaluru City,false
ACC001252,Amrita Dhingra,PNB,Bengaluru City,false
ACC001253,Daksha Doshi,Bank of Baroda,Hassan,false
ACC001254,Kamya Badal,Union Bank,Bengaluru City,false
ACC001255,Samar Sunder,ICICI Bank,Bengaluru City,false
ACC001256,Ronith Nadig,SBI,Bengaluru City,false
ACC001257,Kevin Sani,HDFC Bank,Bengaluru City,false
ACC001258,Rudra Datta,ICICI Bank,Raichur,false
ACC001259,Kamya Oommen,SBI,Bengaluru City,false
ACC001260,Teerth Palla,Bank of Baroda,Bengaluru City,false
ACC001261,Yashoda Bali,Bank of Baroda,Bengaluru City,false
ACC001262,Ayushman Sane,Canara Bank,Yadgir,false
ACC001263,Girindra Pingle,HDFC Bank,Kalaburagi,false
ACC001264,Parth Mody,PNB,Shivamogga,false
ACC001265,BALENDRA BHARGAVA,HDFC Bank,Kolar,false
ACC001266,Harshil Sha,Karnataka Bank,Raichur,false
ACC001267,Praneel Gulati,Canara Bank,Gadag,false
ACC001268,Nandini Vig,Union Bank,Bengaluru City,true
ACC001269,Hema Suri,Karnataka Bank,Vijayapura,false
ACC001270,Lajita Bose,Bank of Baroda,Belagavi,false
ACC001271,Urmi Raju,PNB,Yadgir,false
ACC001272,Gauri Bahl,Yes Bank,Bengaluru City,false
ACC001273,Agastya Soni,Canara Bank,Bengaluru City,false
ACC001274,Liam Rajan,HDFC Bank,Chitradurga,false
ACC001275,Zayan Tak,Bank of Baroda,Bengaluru City,false
ACC001276,Lajita Bains,HDFC Bank,Bengaluru City,false
ACC001277,Alexander C.,HDFC Bank,Bengaluru City,false
ACC001278,Gaurav Raman,Axis Bank,Kalaburagi,false
ACC001279,Nirja Sarina,Canara Bank,Haveri,false
ACC001280,Bhavika Rajana,Axis Bank,Bengaluru City,true
ACC001281,Samuel B.,IDBI Bank,Bengaluru City,false
ACC001282,Amara Sengupta,SBI,Hubballi-Dharwad,false
ACC001283,Niharika Puri,ICICI Bank,Bengaluru City,false
ACC001284,Nisha Mohan,PNB,Ballari,false
ACC001285,Vanya Sahni,Canara Bank,Bengaluru City,false
ACC001286,Waida Sama,Yes Bank,Bengaluru Rural,false
ACC001287,Karan E.,IDBI Bank,Raichur,false
ACC001288,Ekaja Mohan,Axis Bank,Mangaluru,false
ACC001289,Gautam Sarin,HDFC Bank,Chamarajanagar,false
ACC001290,Qabil Venkataraman,Yes Bank,Bengaluru City,false
ACC001291,Idika Randhawa,Axis Bank,Uttara Kannada,false
ACC001292,Ikbal Shah,SBI,Ballari,false
ACC001293,J. Baral,IDBI Bank,Mandya,false
ACC001294,Upma Bhalla,HDFC Bank,Raichur,false
ACC001295,MEKHALA SAMPATH,Karnataka Bank,Mandya,false
ACC001296,Zayyan Kuruvilla,SBI,Chamarajanagar,false
ACC001297,Urmi Garde,ICICI Bank,Kolar,false
ACC001298,Deepa Brahmbhatt,Karnataka Bank,Chamarajanagar,false
ACC001299,Kiaan Dutta,Union Bank,Bengaluru City,false
ACC001300,Sathvik Dugal,Canara Bank,Ballari,false
ACC001301,Arunima Saran,Union Bank,Bengaluru City,false
ACC001302,Rachita Kashyap,Kotak Mahindra,Bengaluru City,true
ACC001303,Onkar Choudhury,IDBI Bank,Bengaluru City,false
ACC001304,Nitesh Rajan,Yes Bank,Bengaluru Rural,false
ACC001305,Shaurya Virk,Canara Bank,Uttara Kannada,false
ACC001306,Samarth Narain,Karnataka Bank,Udupi,false
ACC001307,Qabil Venkataraman,Karnataka Bank,Chitradurga,false
ACC001308,Rachita Chauhan,SBI,Bengaluru City,false
ACC001309,Arin Pathak,Bank of Baroda,Bengaluru City,false
ACC001310,Joshua Banerjee,HDFC Bank,Bengaluru City,false
ACC001311,Ansh Nadig,Kotak Mahindra,Bengaluru City,false
ACC001312,Yamini Kara,Karnataka Bank,Bidar,false
ACC001313,Oliver Krish,HDFC Bank,Mangaluru,false
ACC001314,Netra Karnik,Canara Bank,Davanagere,false
ACC001315,HARDIK SAINI,Bank of Baroda,Bengaluru City,false
ACC001316,Ethan Mall,Yes Bank,Bengaluru City,false
ACC001317,Ekantika Ghose,Bank of Baroda,Bengaluru City,false
ACC001318,Pratyush Oak,Canara Bank,Belagavi,false
ACC001319,Faras Divan,IDBI Bank,Bengaluru City,false
ACC001320,Samesh Ganesh,ICICI Bank,Bengaluru City,true
ACC001321,Janaki Mammen,Kotak Mahindra,Bengaluru City,false
ACC001322,Dhriti Sama,PNB,Belagavi,false
ACC001323,Parth Suri,Axis Bank,Bengaluru City,true
ACC001324,Ayaan Parikh,Axis Bank,Bengaluru City,true
ACC001325,Adya Sandhu,HDFC Bank,Bengaluru Rural,false
ACC001326,Brinda Peri,Union Bank,Hassan,false
ACC001327,Nisha Toor,Bank of Baroda,Kolar,false
ACC001328,Faraj Rana,ICICI Bank,Kolar,false
ACC001329,Nidhi Prashad,Kotak Mahindra,Bengaluru Rural,false
ACC001330,Jhalak Gaba,Yes Bank,Davanagere,false
ACC001331,Lucky Patla,ICICI Bank,Shivamogga,false
ACC001332,Isaiah Bajaj,Union Bank,Bengaluru City,false
ACC001333,Naksh Swamy,ICICI Bank,Ramanagara,false
ACC001334,Mugdha Jaggi,Canara Bank,Chikkamagaluru,false
ACC001335,Chanchal Murty,SBI,Bengaluru City,false
ACC001336,Bakhshi Kaur,Kotak Mahindra,Chikkaballapura,false
ACC001337,Balendra Maharaj,Karnataka Bank,Bengaluru City,false
ACC001338,Om Devan,SBI,Chamarajanagar,false
ACC001339,David Chopra,Yes Bank,Bengaluru City,false
ACC001340,Qarin Chatterjee,SBI,Mysuru,false
ACC001341,George Brar,Karnataka Bank,Bengaluru City,false
ACC001342,Jairaj Agrawal,Yes Bank,Bengaluru City,false
ACC001343,Pahal Gill,Kotak Mahindra,Bengaluru City,false
ACC001344,Praneel Bakshi,Karnataka Bank,Bengaluru City,false
ACC001345,Krishna Rajan,IDBI Bank,Bengaluru City,false
ACC001346,Samarth Patla,Canara Bank,Chamarajanagar,false
ACC001347,Krishna Bhargava,PNB,Belagavi,false
ACC001348,Rohan Shroff,ICICI Bank,Hassan,false
ACC001349,Zarna Chopra,PNB,Uttara Kannada,false
ACC001350,Falan Bala,PNB,Kolar,false
ACC001351,Matthew Baral,PNB,Haveri,false
ACC001352,Falguni Balakrishnan,Yes Bank,Chikkaballapura,false
ACC001353,Jackson Grewal,Kotak Mahindra,Raichur,false
ACC001354,Maanas Yadav,Yes Bank,Bengaluru City,false
ACC001355,Jatin Jha,IDBI Bank,Hassan,false
ACC001356,Inaya Rai,Karnataka Bank,Bengaluru City,false
ACC001357,Mason Kade,HDFC Bank,Haveri,false
